Shape_Area,ID,GridID,AREA,PERCENTAGE
9686.762810180673114,5781887.000000000000000,3702,1131.317113925270860,11.679000880833687
9686.762810180673114,5781887.000000000000000,3704,8555.445696738763218,88.320999124156231
174362.791611053427914,5781909.000000000000000,3711,174362.791605812410126,99.999999996994191
290605.025373707001563,5781913.000000000000000,3711,153060.499356396874646,52.669598249227413
416532.473514697980136,5781903.000000000000000,3706,416532.473508793802466,99.999999998582538
1191474.136897374410182,5781889.000000000000000,3701,48786.010989642214554,4.094592528603440
1191474.136897374410182,5781889.000000000000000,3702,2677.268479595962162,0.224702190059083
1191474.136897374410182,5781889.000000000000000,3704,177855.575450726115378,14.927355109349335
3400070.640496553387493,5781907.000000000000000,3593,46756.261020552352420,1.375155576583079
3400070.640496553387493,5781907.000000000000000,3706,256476.771015371428803,7.543277717839270
3400070.640496553387493,5781907.000000000000000,3711,2878886.386154861655086,84.671369819964184
10645790.948283268138766,5781911.000000000000000,3587,2015.494699438358339,0.018932315214807
10645790.948283268138766,5781911.000000000000000,3589,14710.615416310238288,0.138182456219305
10645790.948283268138766,5781911.000000000000000,3590,2439.912493186605843,0.022919034433792
10645790.948283268138766,5781911.000000000000000,3591,79608.156753481220221,0.747789968262703
10645790.948283268138766,5781911.000000000000000,3700,117115.413310170726618,1.100110023568109
10645790.948283268138766,5781911.000000000000000,3705,1920620.205243036849424,18.041122680064976
10645790.948283268138766,5781911.000000000000000,3711,824368.967111718957312,7.743614082940978
13319316.354806756600738,5781905.000000000000000,3588,2026.791124633348318,0.015216930588948
13319316.354806756600738,5781905.000000000000000,3590,7292.426359739209147,0.054750755710577
13319316.354806756600738,5781905.000000000000000,3593,3325886.324763659853488,24.970398150828466
13319316.354806756600738,5781905.000000000000000,3676,38272.797413400461664,0.287348061971577
13319316.354806756600738,5781905.000000000000000,3691,140971.668876400275622,1.058400184522425
13319316.354806756600738,5781905.000000000000000,3692,43909.388343931954296,0.329666982705803
13319316.354806756600738,5781905.000000000000000,3693,16784.432112427166430,0.126015717814000
13319316.354806756600738,5781905.000000000000000,3694,656077.071654659463093,4.925756353988021
13319316.354806756600738,5781905.000000000000000,3695,2587941.123160066548735,19.429984649520804
13319316.354806756600738,5781905.000000000000000,3696,91827.600135301006958,0.689431782301362
13319316.354806756600738,5781905.000000000000000,3697,128271.381459310738137,0.963047787456594
13319316.354806756600738,5781905.000000000000000,3701,234.949393374474965,0.001763974870149
13319316.354806756600738,5781905.000000000000000,3702,474321.474613374157343,3.561154806884650
13319316.354806756600738,5781905.000000000000000,3704,2030410.846795922610909,15.244107075084040
13319316.354806756600738,5781905.000000000000000,3705,329310.146877907915041,2.472425296506036
13319316.354806756600738,5781905.000000000000000,3706,2232869.999322636052966,16.764148698343849
13319316.354806756600738,5781905.000000000000000,3711,327966.196357799810357,2.462335060008102
14568901.753414126113057,5781885.000000000000000,3688,161232.575187948066741,1.106689975105119
14568901.753414126113057,5781885.000000000000000,3689,237570.633811003499432,1.630669475517126
14568901.753414126113057,5781885.000000000000000,3701,4.984413642582105,0.000034212693084
18394717.289311263710260,5781233.000000000000000,3628,24163.993524951416475,0.131363766808162
18394717.289311263710260,5781233.000000000000000,3640,68892.927819389995420,0.374525613717489
18394717.289311263710260,5781233.000000000000000,3641,463686.390187237062491,2.520758448713285
18394717.289311263710260,5781233.000000000000000,3679,206562.745320743124466,1.122946017989479
18394717.289311263710260,5781233.000000000000000,3680,320330.557395211420953,1.741426912722100
36974969.190479524433613,5781729.000000000000000,3711,1571890.508144557941705,4.251228716505043
37796345.607032611966133,5781811.000000000000000,3608,152.539220425724693,0.000403581928295
37796345.607032611966133,5781811.000000000000000,3609,31201.216575970036502,0.082550881771397
42941680.806808084249496,5781919.000000000000000,3587,1339.929674975910075,0.003120347526694
49674308.855292744934559,5781727.000000000000000,3704,7798570.017365241423249,15.699403166500851
49674308.855292744934559,5781727.000000000000000,3711,5462020.484717046841979,10.995664782430232
54825540.204775370657444,5781221.000000000000000,3615,150619.665873273188481,0.274725365788834
54825540.204775370657444,5781221.000000000000000,3617,295898.201260306115728,0.539708683498814
54825540.204775370657444,5781221.000000000000000,3622,37437.348595470983128,0.068284504731994
54825540.204775370657444,5781221.000000000000000,3623,40238.266887543875782,0.073393288487906
54825540.204775370657444,5781221.000000000000000,3624,437.859657252681870,0.000798641756410
54825540.204775370657444,5781221.000000000000000,3625,5207.779263909468682,0.009498819791758
54825540.204775370657444,5781221.000000000000000,3629,3587224.244408466853201,6.542980207782824
54825540.204775370657444,5781221.000000000000000,3630,1402203.261345532024279,2.557573087484870
54825540.204775370657444,5781221.000000000000000,3634,5598724.877566961571574,10.211891860354722
54825540.204775370657444,5781221.000000000000000,3635,5948920.069212484173477,10.850636486194306
54825540.204775370657444,5781221.000000000000000,3636,2404511.844401280395687,4.385751303900229
54825540.204775370657444,5781221.000000000000000,3637,5139274.611560144461691,9.373869536651656
54825540.204775370657444,5781221.000000000000000,3638,669987.566115429508500,1.222035503185198
54825540.204775370657444,5781221.000000000000000,3639,13505836.759127849712968,24.634206445906528
54825540.204775370657444,5781221.000000000000000,3641,29093.079544587013515,0.053064829705140
54825540.204775370657444,5781221.000000000000000,3642,7376.436585815979925,0.013454380126971
54825540.204775370657444,5781221.000000000000000,3643,5201231.659332321956754,9.486877174224885
54825540.204775370657444,5781221.000000000000000,3644,7446038.343619422055781,13.581331466700009
54825540.204775370657444,5781221.000000000000000,3645,3142747.149109091144055,5.732268459865270
54825540.204775370657444,5781221.000000000000000,3646,45963.027040864937590,0.083835064587036
54825540.204775370657444,5781221.000000000000000,3647,47501.393203481558885,0.086640994372444
54825540.204775370657444,5781221.000000000000000,3648,20817.907396585767856,0.037971185179079
54825540.204775370657444,5781221.000000000000000,3656,1001.015503264133258,0.001825819680983
54825540.204775370657444,5781221.000000000000000,3657,42578.552033650812518,0.077661892385590
54825540.204775370657444,5781221.000000000000000,3679,31775.415018590505497,0.057957322262413
59794469.496661484241486,5781209.000000000000000,3609,95845.258160591532942,0.160291175701363
59794469.496661484241486,5781209.000000000000000,3618,235382.302130712720100,0.393652296127245
59794469.496661484241486,5781209.000000000000000,3627,3394554.388617265969515,5.677037386888757
59794469.496661484241486,5781209.000000000000000,3628,130074.919897499305080,0.217536706977159
64136742.349891394376755,5781915.000000000000000,3711,38933.660910630300350,0.060704144744726
66905912.262660227715969,5781883.000000000000000,3680,402569.310469531395938,0.601694673692093
66905912.262660227715969,5781883.000000000000000,3681,65854.973396459754440,0.098429228702428
66905912.262660227715969,5781883.000000000000000,3682,58041.477308518522477,0.086750894421196
66905912.262660227715969,5781883.000000000000000,3683,69191.544009443663526,0.103416188001160
66905912.262660227715969,5781883.000000000000000,3685,643446.751630661659874,0.961718822552794
66905912.262660227715969,5781883.000000000000000,3686,37075.875919351630728,0.055414947148166
66905912.262660227715969,5781883.000000000000000,3687,120775.243187389656669,0.180515053308366
66905912.262660227715969,5781883.000000000000000,3688,26184.347674964497855,0.039136074510380
73823678.521895721554756,5781709.000000000000000,3704,251242.552584839082556,0.340327869885706
83063058.365963250398636,5781703.000000000000000,3593,625142.415445641730912,0.752611844234484
83063058.365963250398636,5781703.000000000000000,3641,183518.177141274180030,0.220938381937155
83063058.365963250398636,5781703.000000000000000,3642,44068.635929084790405,0.053054434541677
83063058.365963250398636,5781703.000000000000000,3645,444011.652106598194223,0.534547680811788
83063058.365963250398636,5781703.000000000000000,3653,83612.150326179151307,0.100661054349572
83063058.365963250398636,5781703.000000000000000,3654,130374.312210526317358,0.156958237242020
83063058.365963250398636,5781703.000000000000000,3655,119770.580397584548336,0.144192355487193
83063058.365963250398636,5781703.000000000000000,3668,141701.450049274746561,0.170595030855907
83063058.365963250398636,5781703.000000000000000,3669,134150.220799833856290,0.161504071050199
83063058.365963250398636,5781703.000000000000000,3671,54959.932411673849856,0.066166516731817
83063058.365963250398636,5781703.000000000000000,3672,76221.464382165140705,0.091763373371523
83063058.365963250398636,5781703.000000000000000,3679,5011756.374160848557949,6.033676670174856
83063058.365963250398636,5781703.000000000000000,3680,8105970.410026641562581,9.758815253723219
83063058.365963250398636,5781703.000000000000000,3681,9970814.510320419445634,12.003909687975273
83063058.365963250398636,5781703.000000000000000,3682,4528619.818815108388662,5.452026337463636
83063058.365963250398636,5781703.000000000000000,3683,5089951.125817452557385,6.127815693219360
83063058.365963250398636,5781703.000000000000000,3684,895775.443443715223111,1.078428197884388
83063058.365963250398636,5781703.000000000000000,3685,12368003.477101534605026,14.889896568231311
83063058.365963250398636,5781703.000000000000000,3686,3074710.293064289726317,3.701657937416152
83063058.365963250398636,5781703.000000000000000,3687,2358294.021528833545744,2.839161075840174
83063058.365963250398636,5781703.000000000000000,3688,9249419.514738768339157,11.135418917501481
83063058.365963250398636,5781703.000000000000000,3689,3573693.947028702590615,4.302386665421768
83063058.365963250398636,5781703.000000000000000,3690,6967030.145092073827982,8.387639802999299
83063058.365963250398636,5781703.000000000000000,3691,3380626.029480327852070,4.069951306856295
83063058.365963250398636,5781703.000000000000000,3692,1924057.184426633873954,2.316381340004999
83063058.365963250398636,5781703.000000000000000,3693,1818985.036430405452847,2.189884495242437
83063058.365963250398636,5781703.000000000000000,3694,390698.838964629103430,0.470364138584049
83063058.365963250398636,5781703.000000000000000,3695,12032.647941870905925,0.014486160488887
83063058.365963250398636,5781703.000000000000000,3701,631138.323394694132730,0.759830345535791
83063058.365963250398636,5781703.000000000000000,3702,589701.542196152033284,0.709944413072315
83063058.365963250398636,5781703.000000000000000,3704,518.670537133185917,0.000624429857673
87718270.038798332214355,5781147.000000000000000,3579,271398.600309769739397,0.309398030980010
87718270.038798332214355,5781147.000000000000000,3594,3660958.851861786562949,4.173542011535934
87718270.038798332214355,5781147.000000000000000,3595,230376.443266858666902,0.262632223782984
87718270.038798332214355,5781147.000000000000000,3598,50835.901169198412390,0.057953606639430
87718270.038798332214355,5781147.000000000000000,3602,4862.898392508546749,0.005543769149070
110287509.970855355262756,5781155.000000000000000,3597,165373.014214579743566,0.149947182829934
110287509.970855355262756,5781155.000000000000000,3598,125465.607407661213074,0.113762299503196
112190674.592153027653694,5781309.000000000000000,3633,220313.961802573059686,0.196374576232366
112190674.592153027653694,5781309.000000000000000,3648,19827.235981782527233,0.017672802177062
112190674.592153027653694,5781309.000000000000000,3651,120.635232125751443,0.000107526969210
143443641.741916090250015,5781171.000000000000000,3594,242228.467454523663037,0.168866646519154
143443641.741916090250015,5781171.000000000000000,3599,131147.609123051050119,0.091427969570803
143443641.741916090250015,5781171.000000000000000,3600,59622.704992126622528,0.041565247694561
143443641.741916090250015,5781171.000000000000000,3602,601169.353075643884949,0.419097943816337
143443641.741916090250015,5781171.000000000000000,3606,243461.767158078233479,0.169726426491677
143443641.741916090250015,5781171.000000000000000,3608,42750.873898678437399,0.029803254699568
144913263.160904645919800,5781319.000000000000000,3584,17774.005814959611598,0.012265271947692
144913263.160904645919800,5781319.000000000000000,3585,43248.663364273765183,0.029844516934418
144913263.160904645919800,5781319.000000000000000,3586,4957.530882889679560,0.003421033226879
144913263.160904645919800,5781319.000000000000000,3587,4727.010611498997605,0.003261958573281
144913263.160904645919800,5781319.000000000000000,3651,216849.201846463984111,0.149640686515826
144913263.160904645919800,5781319.000000000000000,3652,48.458532874146698,0.000033439680963
144913263.160904645919800,5781319.000000000000000,3660,247124.404782328667352,0.170532634068100
144913263.160904645919800,5781319.000000000000000,3661,74359.761582593971980,0.051313289039685
144913263.160904645919800,5781319.000000000000000,3666,9536.563822772888670,0.006580877150067
144913263.160904645919800,5781319.000000000000000,3674,1323415.930470742052421,0.913246932408999
144913263.160904645919800,5781319.000000000000000,3678,820.286141237837455,0.000566053184743
145046145.735755145549774,5781259.000000000000000,3632,165915.882429083460011,0.114388342818394
145046145.735755145549774,5781259.000000000000000,3633,54753.812168658034352,0.037749236210942
153552273.973382055759430,5781313.000000000000000,3582,1368835.346912807784975,0.891445832414108
153552273.973382055759430,5781313.000000000000000,3583,18200.476044670365809,0.011852951163605
153552273.973382055759430,5781313.000000000000000,3584,183833.988354078464909,0.119720785369773
153552273.973382055759430,5781313.000000000000000,3585,365686.916959409834817,0.238151417427267
153552273.973382055759430,5781313.000000000000000,3586,1792689.862882262328640,1.167478550785266
153552273.973382055759430,5781313.000000000000000,3587,1129533.312878252705559,0.735601814059787
153552273.973382055759430,5781313.000000000000000,3588,1506917.213365030009300,0.981370822047383
153552273.973382055759430,5781313.000000000000000,3589,1664317.148748899577186,1.083876588527374
153552273.973382055759430,5781313.000000000000000,3590,1911593.150719938799739,1.244913605806521
153552273.973382055759430,5781313.000000000000000,3591,1664694.191860603634268,1.084122135598705
153552273.973382055759430,5781313.000000000000000,3592,114538.214627556109917,0.074592327201492
153552273.973382055759430,5781313.000000000000000,3629,31769.657914476541919,0.020689799696476
153552273.973382055759430,5781313.000000000000000,3630,2227179.627369415946305,1.450437411142145
153552273.973382055759430,5781313.000000000000000,3631,1774309.165219643386081,1.155508231370911
153552273.973382055759430,5781313.000000000000000,3632,5584586.374024458229542,3.636928473617091
153552273.973382055759430,5781313.000000000000000,3633,3696801.583946667145938,2.407519920276465
153552273.973382055759430,5781313.000000000000000,3637,44264.050034383908496,0.028826697833245
153552273.973382055759430,5781313.000000000000000,3639,238727.035168383852579,0.155469553781904
153552273.973382055759430,5781313.000000000000000,3643,58566.861254828007077,0.038141318092743
153552273.973382055759430,5781313.000000000000000,3644,234508.247840503492625,0.152722093767986
153552273.973382055759430,5781313.000000000000000,3645,93385.316074626462068,0.060816628538379
153552273.973382055759430,5781313.000000000000000,3646,6563444.526612631976604,4.274403990754569
153552273.973382055759430,5781313.000000000000000,3647,6084831.925411024130881,3.962710396894425
153552273.973382055759430,5781313.000000000000000,3648,7887038.705769699066877,5.136386783263724
153552273.973382055759430,5781313.000000000000000,3649,4260373.921532718464732,2.774543034296740
153552273.973382055759430,5781313.000000000000000,3650,2494198.311320581473410,1.624331731976138
153552273.973382055759430,5781313.000000000000000,3651,2272512.768832996021956,1.479960348374216
153552273.973382055759430,5781313.000000000000000,3652,3390646.191697949543595,2.208138052247739
153552273.973382055759430,5781313.000000000000000,3653,2445677.059380717575550,1.592732556865078
153552273.973382055759430,5781313.000000000000000,3654,1594182.087315541692078,1.038201549259954
153552273.973382055759430,5781313.000000000000000,3655,3761301.321898263879120,2.449524988832323
153552273.973382055759430,5781313.000000000000000,3656,1831568.945725965546444,1.192798320944087
153552273.973382055759430,5781313.000000000000000,3657,4306728.987079065293074,2.804731493475393
153552273.973382055759430,5781313.000000000000000,3658,4953145.931864293292165,3.225706662424882
153552273.973382055759430,5781313.000000000000000,3659,4914137.070260936394334,3.200302374625069
153552273.973382055759430,5781313.000000000000000,3660,3772202.075371864717454,2.456624039332539
153552273.973382055759430,5781313.000000000000000,3661,2790644.736546302679926,1.817390693302305
153552273.973382055759430,5781313.000000000000000,3662,1251090.306226086337119,0.814765078922218
153552273.973382055759430,5781313.000000000000000,3663,1977289.422338041011244,1.287697909755996
153552273.973382055759430,5781313.000000000000000,3664,2161570.309594281017780,1.407709735362815
153552273.973382055759430,5781313.000000000000000,3665,2541683.488713345024735,1.655256169735357
153552273.973382055759430,5781313.000000000000000,3666,5184995.910842219367623,3.376697574495723
153552273.973382055759430,5781313.000000000000000,3667,1162020.072249206015840,0.756758621790674
153552273.973382055759430,5781313.000000000000000,3668,3386615.927190724760294,2.205513366593182
153552273.973382055759430,5781313.000000000000000,3669,5969832.755071328952909,3.887817875042467
153552273.973382055759430,5781313.000000000000000,3670,2438471.017674972768873,1.588039665304908
153552273.973382055759430,5781313.000000000000000,3671,1092542.207674139644951,0.711511578046398
153552273.973382055759430,5781313.000000000000000,3672,4164727.312655601650476,2.712253752345959
153552273.973382055759430,5781313.000000000000000,3673,2145466.651341958437115,1.397222324245013
153552273.973382055759430,5781313.000000000000000,3674,8937363.778891619294882,5.820404704941649
153552273.973382055759430,5781313.000000000000000,3675,1936621.647307975217700,1.261213264509312
153552273.973382055759430,5781313.000000000000000,3676,4377927.986536982469261,2.851099416017692
153552273.973382055759430,5781313.000000000000000,3677,740047.383953642332926,0.481951432436571
153552273.973382055759430,5781313.000000000000000,3678,2730361.128636129200459,1.778131354218454
153552273.973382055759430,5781313.000000000000000,3679,67365.541659044727567,0.043871406079419
153552273.973382055759430,5781313.000000000000000,3681,29524.558431232431758,0.019227692086377
153552273.973382055759430,5781313.000000000000000,3682,216472.508881416462827,0.140976426646043
153552273.973382055759430,5781313.000000000000000,3683,61426.207305715215625,0.040003450106094
153552273.973382055759430,5781313.000000000000000,3685,113582.588551058594021,0.073969981434953
153552273.973382055759430,5781313.000000000000000,3690,192318.186594307684572,0.125246068728129
153552273.973382055759430,5781313.000000000000000,3691,10579.092199094064199,0.006889570519111
153552273.973382055759430,5781313.000000000000000,3694,91553.413983716527582,0.059623613258627
153552273.973382055759430,5781313.000000000000000,3695,162597.701350648916559,0.105890780477035
153552273.973382055759430,5781313.000000000000000,3696,791870.709507607854903,0.515701063238488
153552273.973382055759430,5781313.000000000000000,3697,333815.297532720724121,0.217395215905814
153552273.973382055759430,5781313.000000000000000,3698,560806.666064139688388,0.365221986983634
153552273.973382055759430,5781313.000000000000000,3700,501594.650494317931589,0.326660516002041
153552273.973382055759430,5781313.000000000000000,3705,2178931.844690557569265,1.419016331251643
153552273.973382055759430,5781313.000000000000000,3706,490482.547446127806325,0.319423825355495
153552273.973382055759430,5781313.000000000000000,3711,310129.054386158124544,0.201969691728511
171845785.252544641494751,5781203.000000000000000,3597,4039.894450741223409,0.002350883639540
171845785.252544641494751,5781203.000000000000000,3598,409096.907265181944240,0.238060483510825
171845785.252544641494751,5781203.000000000000000,3602,49393.968764137818653,0.028743194772888
171845785.252544641494751,5781203.000000000000000,3604,36658.214049178241112,0.021332041397062
171845785.252544641494751,5781203.000000000000000,3615,62771.672154479456367,0.036527909056501
171845785.252544641494751,5781203.000000000000000,3617,51453.887181686826807,0.029941896512661
171845785.252544641494751,5781203.000000000000000,3629,116333.614878361957381,0.067696519124631
171845785.252544641494751,5781203.000000000000000,3630,113402.721203924753354,0.065990981994274
171845785.252544641494751,5781203.000000000000000,3632,12032.422453311823119,0.007001872309891
226922991.992249965667725,5781223.000000000000000,3578,248702.838985454902286,0.109597902267192
226922991.992249965667725,5781223.000000000000000,3579,3389685.522747876122594,1.493760280960707
226922991.992249965667725,5781223.000000000000000,3580,1329566.670193413738161,0.585910955307174
226922991.992249965667725,5781223.000000000000000,3581,385712.011969169485383,0.169974848552298
226922991.992249965667725,5781223.000000000000000,3594,6458318.930508571676910,2.846039915924051
226922991.992249965667725,5781223.000000000000000,3595,1678153.456620171200484,0.739525528853191
226922991.992249965667725,5781223.000000000000000,3596,7484822.269208451732993,3.298397488723434
226922991.992249965667725,5781223.000000000000000,3597,5110647.531861651688814,2.252150602719091
226922991.992249965667725,5781223.000000000000000,3598,6077549.344260796904564,2.678243086301436
226922991.992249965667725,5781223.000000000000000,3599,4721229.089641018770635,2.080542411410767
226922991.992249965667725,5781223.000000000000000,3600,8906820.288537079468369,3.925040918216551
226922991.992249965667725,5781223.000000000000000,3601,3847600.884100878611207,1.695553566573935
226922991.992249965667725,5781223.000000000000000,3602,12021871.958903411403298,5.297776066390836
226922991.992249965667725,5781223.000000000000000,3603,5422406.191668911837041,2.389535826256910
226922991.992249965667725,5781223.000000000000000,3604,2571552.582720549777150,1.133226986011349
226922991.992249965667725,5781223.000000000000000,3605,5486850.099617159925401,2.417934847168131
226922991.992249965667725,5781223.000000000000000,3606,8329952.918214617297053,3.670828083607812
226922991.992249965667725,5781223.000000000000000,3607,8955317.295393351465464,3.946412488558762
226922991.992249965667725,5781223.000000000000000,3608,6201539.519656057469547,2.732882845061314
226922991.992249965667725,5781223.000000000000000,3609,9127927.917783770710230,4.022478215030548
226922991.992249965667725,5781223.000000000000000,3610,1972249.252976936753839,0.869127114736921
226922991.992249965667725,5781223.000000000000000,3611,7526983.066335265524685,3.316976830004221
226922991.992249965667725,5781223.000000000000000,3612,797612.900073604309000,0.351490562093789
226922991.992249965667725,5781223.000000000000000,3613,2148406.343547774944454,0.946755692178230
226922991.992249965667725,5781223.000000000000000,3614,3932407.954486758913845,1.732926187850133
226922991.992249965667725,5781223.000000000000000,3615,3738564.959683602210134,1.647503819186063
226922991.992249965667725,5781223.000000000000000,3616,4424711.253837244585156,1.949873485710236
226922991.992249965667725,5781223.000000000000000,3617,20834215.800195991992950,9.181183280408861
226922991.992249965667725,5781223.000000000000000,3618,2494225.584451302420348,1.099150668935516
226922991.992249965667725,5781223.000000000000000,3619,1772630.735154192894697,0.781159599382831
226922991.992249965667725,5781223.000000000000000,3620,431050.360211583261844,0.189954467119976
226922991.992249965667725,5781223.000000000000000,3621,3450738.778191171586514,1.520665115463057
226922991.992249965667725,5781223.000000000000000,3622,11489033.544834244996309,5.062965829935217
226922991.992249965667725,5781223.000000000000000,3623,4160378.177172547206283,1.833387679514923
226922991.992249965667725,5781223.000000000000000,3624,1918265.082938216160983,0.845337471578786
226922991.992249965667725,5781223.000000000000000,3625,3378218.146564774680883,1.488706859056464
226922991.992249965667725,5781223.000000000000000,3626,3511580.648349556606263,1.547476797093124
226922991.992249965667725,5781223.000000000000000,3627,12847741.451570669189095,5.661718690898212
226922991.992249965667725,5781223.000000000000000,3628,8224085.111985090188682,3.624174456621815
226922991.992249965667725,5781223.000000000000000,3629,91028.296766052051680,0.040114179690157
226922991.992249965667725,5781223.000000000000000,3634,474847.531432578456588,0.209254922678261
226922991.992249965667725,5781223.000000000000000,3635,78447.941150504077086,0.034570292089743
226922991.992249965667725,5781223.000000000000000,3636,37045.240181387642224,0.016325027206874
226922991.992249965667725,5781223.000000000000000,3637,108263.470671182541992,0.047709343914732
226922991.992249965667725,5781223.000000000000000,3640,3600361.343919951003045,1.586600508089067
226922991.992249965667725,5781223.000000000000000,3641,8593364.228534536436200,3.786907687533057
226922991.992249965667725,5781223.000000000000000,3642,609886.868777094874531,0.268763805475438
226922991.992249965667725,5781223.000000000000000,3644,273355.408749145048205,0.120461750635864
226922991.992249965667725,5781223.000000000000000,3645,486486.557484345976263,0.214383986925821
226922991.992249965667725,5781223.000000000000000,3679,605284.166950606857426,0.266735495436830
